No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
17	＋＋	デッドクロスとは 株価	N/A	0	削除			検索なし			対象外	不要	
18	＋＋	デッドクロスとは 不動産	N/A	90	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
19	＋＋	デッドクロスとは わかり やすく	N/A	0	削除			検索なし			対象外	不要	
20	＋＋	デッドクロス 株価	N/A	0	削除			検索なし			対象外	不要	
21	＋＋	デッドクロス 株式	N/A	0	削除			検索なし			対象外	不要	
22	＋＋	デッドクロス 株 意味	N/A	0	削除			検索なし			対象外	不要	
23	＋＋	株 デッドクロス とは	33	590	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
24	＋＋	株 デッドクロス 勝率	26	30	記事	Know（金融商品のデッドクロスを知りたい）	解説記事	金融商品	デッドクロス税率	デッドクロスの税率一覧と計算方法	権威構築	必須	解説記事
25	＋＋	株 ゴールデンクロス デッドクロス	56	10	記事	Know（金融商品のデッドクロスを知りたい）	解説記事	金融商品	デッドクロス_金融商品		権威構築	補足	
26	＋＋	株 デッドクロス 銘柄	52	10	記事	Know（金融商品のデッドクロスを知りたい）	解説記事	金融商品	デッドクロス_金融商品		権威構築	補足	
27	＋＋	株価 デッドクロス とは	N/A	50	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
28	＋＋	株チャート デッドクロス	N/A	0	削除			検索なし			対象外	不要	
29	＋＋	デッドクロス発生確定とは	N/A	0	削除			検索なし			対象外	不要	
30	＋＋	デッドクロス発生確定 銘柄	N/A	90	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
31	＋＋	株 デッドクロス発生確定	N/A	10	記事	Know（金融商品のデッドクロスを知りたい）	解説記事	金融商品	デッドクロス_金融商品		権威構築	補足	
32	＋＋	デッドクロスとは 株式	N/A	N/A	削除			検索なし			対象外	不要	
33	＋＋	株価の デッドクロスとは	N/A	0	削除			検索なし			対象外	不要	
34	＋＋	株式用語 デッドクロスとは	N/A	0	削除			検索なし			対象外	不要	
35	＋＋	デッドクロス発生見込みとは	N/A	0	削除			検索なし			対象外	不要	
36	＋＋	デッドクロス銘柄とは	N/A	20	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
37	＋＋	macd デッドクロス銘柄	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
38	＋＋	デッドクロス ゴールデンクロスとは	N/A	0	削除			検索なし			対象外	不要	
39	＋＋	fx デッドクロス ゴールデンクロス	N/A	0	削除			検索なし			対象外	不要	
40	＋＋	株 デッドクロス ゴールデンクロス	N/A	0	削除			検索なし			対象外	不要	
41	＋＋	ゴールデンクロス デッドクロス 勝率	N/A	20	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス税率	デッドクロスの税率一覧と計算方法	権威構築	必須	解説記事
42	＋＋	ゴールデンクロス デッドクロス だまし	N/A	0	削除			検索なし			対象外	不要	
43	＋＋	ゴールデンクロス デッドクロス 見方	N/A	0	削除			検索なし			対象外	不要	
44	＋＋	ゴールデンクロス デッドクロス 移動平均線	N/A	0	削除			検索なし			対象外	不要	
45	＋＋	ゴールデンクロス デッドクロス 通知	N/A	0	削除			検索なし			対象外	不要	
46	＋＋	macd ゴールデンクロス デッドクロス	N/A	0	削除			検索なし			対象外	不要	
47	＋＋	デッドクロス 発生 確定 どうなる	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
48	＋＋	デッドクロス 発生見込みとは	N/A	0	削除			検索なし			対象外	不要	
49	＋＋	デッドクロス 発生見込	N/A	N/A	削除			検索なし			対象外	不要	
50	＋＋	デッドクロス 発生確定とは	N/A	0	削除			検索なし			対象外	不要	
51	＋＋	デッドクロス(買い時)	N/A	N/A	削除			検索なし			対象外	不要	
52	＋＋	デッドクロス 不動産 わかりやすく	N/A	10	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
53	＋＋	デッドクロス 不動産 シミュレーション	27	10	計算ページ	Do（デッドクロスを計算したい）	計算ツール		デッドクロス計算	デッドクロスの計算方法・シミュレーション	ツール集客	必須	計算ツール
54	＋＋	デッドクロス 不動産投資	N/A	10	記事	Know（不動産でのデッドクロスを知りたい）	解説記事	不動産特化	デッドクロス_不動産特化	デッドクロスと不動産投資の関係を解説	権威構築	必須	解説記事
55	＋＋	デッドクロス 不動産 回避	N/A	0	削除			検索なし			対象外	不要	
56	＋＋	デッドクロス 不動産 法人	N/A	0	削除			検索なし			対象外	不要	
57	＋＋	デッドクロス 不動産 新築	N/A	0	削除			検索なし			対象外	不要	
58	＋＋	デッドクロス とは 不動産	N/A	90	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
59	＋＋	不動産 デッドクロス 対策	N/A	0	削除			検索なし			対象外	不要	
60	＋＋	不動産投資 デッドクロス 対策	N/A	10	記事	Do（デッドクロスの手続き・対策を知りたい）	ハウツー記事	手続き・対策	デッドクロス_手続き・対策		権威構築	補足	
61	＋＋	デッドクロス とは わかり やすく	N/A	0	削除			検索なし			対象外	不要	
62	＋＋	デッドクロス 発生 確定 とは	N/A	0	削除			検索なし			対象外	不要	
63	＋＋	デッドクロス 発生見込み とは	N/A	0	削除			検索なし			対象外	不要	
64	＋＋	ゴールデンクロス デッドクロス とは	N/A	0	削除			検索なし			対象外	不要	
65	＋α	1分足 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
66	＋α	デッドクロス 200日	N/A	0	削除			検索なし			対象外	不要	
67	＋α	25日線 75日線 デッドクロス	N/A	20	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
68	＋α	5日線 25日線 デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
69	＋α	5日 25日移動平均線 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
70	＋α	75日線 200日線 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
71	＋α	4時間足 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
72	＋α	5日線 75日線 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
73	＋α	5分足 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
74	＋α	デッドクロス アラート	N/A	0	削除			検索なし			対象外	不要	
75	＋α	デッドクロス 上がる	33	480	記事	Know（デッドクロスが上がる理由を知りたい）	解説記事	値上がり・変動	デッドクロス_値上がり・変動		権威構築	補足	
76	＋α	デッドクロス あてにならない	N/A	0	削除			検索なし			対象外	不要	
77	＋α	デッドクロス アパート	N/A	0	削除			検索なし			対象外	不要	
78	＋α	デッドクロス 足	N/A	0	削除			検索なし			対象外	不要	
79	＋α	デッドクロス 意味	N/A	20	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
80	＋α	デッドクロス 一覧	N/A	0	削除			検索なし			対象外	不要	
81	＋α	デッドクロス 意味 ない	32	320	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
82	＋α	デッドクロス 移動平均線	N/A	0	削除			検索なし			対象外	不要	
83	＋α	デッドクロス いつまで	N/A	0	削除			検索なし			対象外	不要	
84	＋α	デッドクロス 医療	N/A	0	削除			検索なし			対象外	不要	
85	＋α	デッドクロス 売り	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
86	＋α	デッドクロス 売る べき	N/A	0	削除			検索なし			対象外	不要	
87	＋α	デッドクロス 売り時	N/A	0	削除			検索なし			対象外	不要	
88	＋α	売りシグナル デッドクロス	N/A	0	削除			検索なし			対象外	不要	
89	＋α	デッドクロス 英語	N/A	0	削除			検索なし			対象外	不要	
90	＋α	エヌビディア デッドクロス	N/A	0	削除			検索なし			対象外	不要	
91	＋α	ema デッドクロス	N/A	0	削除			検索なし			対象外	不要	
92	＋α	オリエンタルランド デッドクロス	N/A	0	削除			検索なし			対象外	不要	
93	＋α	デッドクロス 確率	N/A	30	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス税率	デッドクロスの税率一覧と計算方法	権威構築	必須	解説記事
94	＋α	デッドクロス 確定	N/A	0	削除			検索なし			対象外	不要	
95	＋α	デッドクロス 回避	N/A	10	記事	Do（デッドクロスの手続き・対策を知りたい）	ハウツー記事	手続き・対策	デッドクロス_手続き・対策		権威構築	補足	
96	＋α	デッドクロス 空売り	N/A	0	削除			検索なし			対象外	不要	
97	＋α	デッドクロス 期間	N/A	10	記事	Know（デッドクロスの時期を知りたい）	ガイド記事	時期・スケジュール	デッドクロス_時期・スケジュール		権威構築	補足	
98	＋α	デッドクロス 今日	N/A	0	削除			検索なし			対象外	不要	
99	＋α	ゴールデンクロス デッドクロス 期間	N/A	0	削除			検索なし			対象外	不要	
100	＋α	金 デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
101	＋α	デッドクロス 計算	N/A	0	削除			検索なし			対象外	不要	
102	＋α	デッドクロス 下がらない	N/A	0	削除			検索なし			対象外	不要	
103	＋α	デッドクロス 下がる確率	N/A	0	削除			検索なし			対象外	不要	
104	＋α	サンリオ デッドクロス	N/A	0	削除			検索なし			対象外	不要	
105	＋α	デッドクロス 信頼度	N/A	0	削除			検索なし			対象外	不要	
106	＋α	デッドクロス シミュレーション	N/A	10	計算ページ	Do（デッドクロスを計算したい）	計算ツール		デッドクロス計算	デッドクロスの計算方法・シミュレーション	ツール集客	必須	計算ツール
107	＋α	デッドクロス 勝率	N/A	0	削除			検索なし			対象外	不要	
108	＋α	デッドクロス 週足	N/A	0	削除			検索なし			対象外	不要	
109	＋α	デッドクロス 日足 週足	N/A	0	削除			検索なし			対象外	不要	
110	＋α	不動産投資 デッドクロス シミュレーション	31	10	計算ページ	Do（デッドクロスを計算したい）	計算ツール		デッドクロス計算	デッドクロスの計算方法・シミュレーション	ツール集客	必須	計算ツール
111	＋α	証券 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
112	＋α	ストキャスティクス デッドクロス	N/A	0	削除			検索なし			対象外	不要	
113	＋α	デッドクロス ソフトバンク	N/A	0	削除			検索なし			対象外	不要	
114	＋α	デッドクロス その後	N/A	0	削除			検索なし			対象外	不要	
115	＋α	デッドクロス 損切り	N/A	0	削除			検索なし			対象外	不要	
116	＋α	ソフトバンクグループ デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
117	＋α	ソニー デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
118	＋α	デッドクロス 対策	N/A	10	記事	Do（デッドクロスの手続き・対策を知りたい）	ハウツー記事	手続き・対策	デッドクロス_手続き・対策		権威構築	補足	
119	＋α	デッドクロス 対義語	N/A	0	削除			検索なし			対象外	不要	
120	＋α	武田薬品 デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
121	＋α	デッドクロス チャート	N/A	0	削除			検索なし			対象外	不要	
122	＋α	デッドクロス 知恵袋	N/A	N/A	削除			検索なし			対象外	不要	
123	＋α	デッドクロス 長期	N/A	N/A	削除			検索なし			対象外	不要	
124	＋α	デスクロス デッドクロス 違い	N/A	10	記事	Know（デッドクロスのメリット・リスクを知りたい）	解説記事	比較・検討	デッドクロス_比較・検討		権威構築	補足	
125	＋α	株 チャート デッドクロス	N/A	0	削除			検索なし			対象外	不要	
126	＋α	賃貸経営 デッドクロス	N/A	10	記事	Know（不動産でのデッドクロスを知りたい）	解説記事	不動産特化	デッドクロス_不動産特化	デッドクロスと不動産投資の関係を解説	権威構築	必須	解説記事
127	＋α	賃貸 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
128	＋α	デッドクロス 通知	N/A	0	削除			検索なし			対象外	不要	
129	＋α	デッドクロス 月足	N/A	0	削除			検索なし			対象外	不要	
130	＋α	月足macd デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
131	＋α	ナスダック 月足macd デッドクロス	N/A	0	削除			検索なし			対象外	不要	
132	＋α	テクニカル デッドクロス	N/A	0	削除			検索なし			対象外	不要	
133	＋α	テクニカル分析 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
134	＋α	デッドクロス と は わかり やすく	N/A	0	削除			検索なし			対象外	不要	
135	＋α	デッドクロス 投資信託	N/A	0	削除			検索なし			対象外	不要	
136	＋α	デッドクロス 買い 時	55	170	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
137	＋α	デッドクロス 何日線	N/A	0	削除			検索なし			対象外	不要	
138	＋α	デッドクロス 何足で見る	N/A	0	削除			検索なし			対象外	不要	
139	＋α	デッドクロス 何分足	N/A	0	削除			検索なし			対象外	不要	
140	＋α	デッドクロス 何	N/A	0	削除			検索なし			対象外	不要	
141	＋α	デッドクロス 何日	N/A	0	削除			検索なし			対象外	不要	
142	＋α	デッドクロス なぜ	N/A	0	削除			検索なし			対象外	不要	
143	＋α	デッドクロス 何足	N/A	N/A	削除			検索なし			対象外	不要	
144	＋α	ナスダック デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
145	＋α	デッドクロス 日経平均	N/A	0	削除			検索なし			対象外	不要	
146	＋α	任天堂 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
147	＋α	日経平均株価 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
148	＋α	日経 デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
149	＋α	日本製鉄 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
150	＋α	日産 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
151	＋α	デッドクロス 野村證券	N/A	0	削除			検索なし			対象外	不要	
152	＋α	デッドクロス 反対	N/A	0	削除			検索なし			対象外	不要	
153	＋α	デッドクロス 発生とは	N/A	10	記事	Know（デッドクロスの意味を理解したい）	解説記事	基礎解説	デッドクロス基礎解説	デッドクロスとは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
154	＋α	デッドクロス 発生	N/A	30	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
155	＋α	デッドクロス 発生 銘柄	N/A	0	削除			検索なし			対象外	不要	
156	＋α	デッドクロス 日足	N/A	0	削除			検索なし			対象外	不要	
157	＋α	平均線 デッドクロス	N/A	10	記事	Know（デッドクロスの金額・相場を知りたい）	ガイド記事	相場ガイド	デッドクロス_相場ガイド	デッドクロスの相場はいくら？金額目安一覧	権威構築	必須	解説記事
158	＋α	デッドクロス 本日	N/A	0	削除			検索なし			対象外	不要	
159	＋α	デッドクロス macd	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
160	＋α	ゴールデンクロス デッドクロス macd	N/A	0	削除			検索なし			対象外	不要	
161	＋α	マックd デッドクロス	N/A	0	削除			検索なし			対象外	不要	
162	＋α	vix指数 macd デッドクロス	N/A	20	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
163	＋α	vix macd デッドクロス	N/A	20	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
164	＋α	ma デッドクロス	N/A	0	削除			検索なし			対象外	不要	
165	＋α	月足 macd デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
166	＋α	デッドクロス 見方	N/A	0	削除			検索なし			対象外	不要	
167	＋α	三菱重工 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
168	＋α	みんかぶ デッドクロス	N/A	0	削除			検索なし			対象外	不要	
169	＋α	デッドクロス 銘柄	33	210	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
170	＋α	デッドクロス メタプラネット	N/A	0	削除			検索なし			対象外	不要	
171	＋α	メタプラ デッドクロス	N/A	0	削除			検索なし			対象外	不要	
172	＋α	デッドクロス やばい	N/A	N/A	削除			検索なし			対象外	不要	
173	＋α	ヤフーファイナンス デッドクロス	N/A	0	削除			検索なし			対象外	不要	
174	＋α	yahoo デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
175	＋α	ゆうちょ銀行 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
176	＋α	株 用語 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
177	＋α	デッドクロス 楽天	N/A	N/A	削除			検索なし			対象外	不要	
178	＋α	デッドクロス 略	N/A	0	削除			検索なし			対象外	不要	
179	＋α	良品計画 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
180	＋α	リップル デッドクロス	N/A	0	削除			検索なし			対象外	不要	
181	＋α	デッドクロス わかりやすく	N/A	0	削除			検索なし			対象外	不要	
182	＋α	ワンルームマンション デッドクロス	N/A	0	削除			検索なし			対象外	不要	
183	＋α	ワンルームマンション投資 デッドクロス	34	0	削除			検索なし			対象外	不要	
184	＋α	デッドクロス ntt	N/A	0	削除			検索なし			対象外	不要	
185	＋α	ntt 株価 デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
186	＋α	デッドクロス 逆	N/A	0	削除			検索なし			対象外	不要	
187	＋α	デッドクロス 逆張り	N/A	0	削除			検索なし			対象外	不要	
188	＋α	デッドクロス 減価償却	N/A	0	削除			検索なし			対象外	不要	
189	＋α	ゴールデン デッドクロス	N/A	30	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
190	＋α	デッドクロス 上昇	N/A	0	削除			検索なし			対象外	不要	
191	＋α	デッドクロス ダマシ	N/A	0	削除			検索なし			対象外	不要	
192	＋α	ダウ デッドクロス	N/A	0	削除			検索なし			対象外	不要	
193	＋α	第一生命 デッドクロス	N/A	0	削除			検索なし			対象外	不要	
194	＋α	デッドクロス デスクロス	N/A	0	削除			検索なし			対象外	不要	
195	＋α	デンソー 株価 デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
196	＋α	デンソー デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
197	＋α	ドル円 デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
198	＋α	デッドクロス バンド	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
199	＋α	デッドクロス ビットコイン	N/A	10	記事	Know（金融商品のデッドクロスを知りたい）	解説記事	金融商品	デッドクロス_金融商品		権威構築	補足	
200	＋α	デッドクロス 米国株	N/A	0	削除			検索なし			対象外	不要	
201	＋α	btc デッドクロス	N/A	0	削除			検索なし			対象外	不要	
202	＋α	デッドクロス dc	N/A	0	削除			検索なし			対象外	不要	
203	＋α	デッドクロス fx	N/A	70	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
204	＋α	fx 移動平均線 デッドクロス	82	0	削除			検索なし			対象外	不要	
205	＋α	jx金属 デッドクロス	N/A	N/A	削除			検索なし			対象外	不要	
206	＋α	ゴールデンクロス デッドクロス mt4	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
207	＋α	s&p500 デッドクロス	50	30	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
208	＋α	s&p デッドクロス	N/A	0	削除			検索なし			対象外	不要	
209	＋α	rsi デッドクロス	N/A	20	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
210	＋α	rci デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
211	＋α	デッドクロス s&p500	N/A	0	削除			検索なし			対象外	不要	
212	＋α	vix デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
213	＋α	vix指数 デッドクロス	N/A	10	記事	Know（デッドクロスの概要を知りたい）	解説記事	基礎解説	デッドクロス_基礎解説	デッドクロスの基礎知識まとめ	権威構築	必須	ピラーページ
214	＋α	xrp デッドクロス	N/A	0	削除			検索なし			対象外	不要	
