No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
13	＋	不動産 売却 費用	29	590	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
14	＋	不動産 売却 消費税	25	390	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
15	＋＋	不動産 売却 税金 5年	29	170	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
16	＋＋	不動産 売却 税金 特別控除	33	30	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
17	＋＋	不動産 売却 税金 相続	32	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
18	＋＋	不動産 売却 税金 控除	45	170	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
19	＋＋	不動産 売却 税金 減価償却	30	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
20	＋＋	不動産 売却 税金 法人	25	140	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
21	＋＋	不動産 売却 税金 ふるさと納税	24	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
22	＋＋	不動産 売却益 税金 計算	33	110	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
23	＋＋	不動産 売却益 税金 控除	33	30	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
24	＋＋	不動産 売却益 税金 シミュレーション	33	50	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
25	＋＋	不動産 売却益 税金 法人	29	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
26	＋＋	不動産 売却益 税金 相続	47	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
27	＋＋	不動産 売却 確定申告 必要書類	41	1900	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
28	＋＋	不動産 売却 確定申告 いつ	41	90	記事	Know（不動産 売却の時期を知りたい）	ガイド記事	時期・スケジュール	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
29	＋＋	不動産 売却 確定申告 不要	41	720	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
30	＋＋	不動産 売却 確定申告 自分で	43	1000	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
31	＋＋	不動産 売却 確定申告 書き方	49	170	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
32	＋＋	不動産 売却 確定申告 e-tax	39	320	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
33	＋＋	不動産 売却 確定申告 税理士 費用	37	590	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
34	＋＋	不動産 売却 確定申告 必要書類 国税庁	49	170	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
35	＋＋	不動産 売却 確定申告 無料 相談	29	10	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
36	＋＋	不動産 売却 手数料 相場	32	260	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
37	＋＋	不動産 売却 手数料 計算	25	110	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
38	＋＋	不動産 売却 手数料 税金	29	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
39	＋＋	不動産 売却 手数料無料	35	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
40	＋＋	不動産 売却 手数料 安い	30	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
41	＋＋	不動産 売却 手数料 値引き	29	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
42	＋＋	不動産 売却 手数料 仕訳	26	0	削除			検索なし			対象外	不要	
43	＋＋	不動産 売却 手数料 勘定 科目	26	0	削除			検索なし			対象外	不要	
44	＋＋	不動産 売却 手数料 半額	25	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
45	＋＋	不動産 売却 税金 計算 シュミレーション	32	390	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
46	＋＋	不動産 売却 税金 計算 ツール	32	590	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
47	＋＋	不動産 売却 税金 計算方法	33	30	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
48	＋＋	不動産 売却 税金 計算 減価 償却	26	0	削除			検索なし			対象外	不要	
49	＋＋	不動産 売却 税金 計算 式	N/A	0	削除			検索なし			対象外	不要	
50	＋＋	不動産 売却 税金 計算 エクセル	25	0	削除			検索なし			対象外	不要	
51	＋＋	不動産 売却 税金 計算 法人	28	0	削除			検索なし			対象外	不要	
52	＋＋	不動産 売却 税金 計算 相続	32	0	削除			検索なし			対象外	不要	
53	＋＋	投資 用 不動産 売却 税金 計算	33	50	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
54	＋＋	不動産 売却 税金 シミュレーション 法人	33	10	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
55	＋＋	不動産 売却 税金 シミュレーション 減価償却	31	0	削除			検索なし			対象外	不要	
56	＋＋	不動産 売却 益 税金 シミュレーション	33	50	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
57	＋＋	不動産 売却 税金 計算 シミュレーション	32	390	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
58	＋＋	相続 不動産 売却 税金 シミュレーション	32	480	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
59	＋＋	投資 用 不動産 売却 税金 シミュレーション	31	0	削除			検索なし			対象外	不要	
60	＋＋	不動産 売却益 計算	27	90	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
61	＋＋	不動産 売却益 確定申告	43	170	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
62	＋＋	不動産 売却益 税率	42	170	記事	Know（不動産 売却の税率を知りたい）	ガイド記事	税率	不動産売却税率		権威構築	補足	
63	＋＋	不動産 売却益とは	N/A	50	記事	Know（不動産 売却の意味を理解したい）	解説記事	基礎解説	不動産売却基礎解説		権威構築	補足	
64	＋＋	不動産 売却益 計算方法	44	50	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
65	＋＋	不動産 売却益 年末調整	49	10	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却_申告・届出		権威構築	補足	
66	＋＋	不動産 売却 所得税 計算	50	40	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
67	＋＋	不動産 売却 所得税 住民税	33	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
68	＋＋	不動産 売却 所得税 税率	33	20	記事	Know（不動産 売却の税率を知りたい）	ガイド記事	税率	不動産売却税率		権威構築	補足	
69	＋＋	不動産 売却 所得税 控除	39	20	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
70	＋＋	不動産 売却 所得税 いつ 払う	26	0	削除			検索なし			対象外	不要	
71	＋＋	不動産 売却 所得税 確定 申告	45	10	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
72	＋＋	不動産 売却 所得税 率	44	0	削除			検索なし			対象外	不要	
73	＋＋	不動産 売却 所得税 ふるさと 納税	24	0	削除			検索なし			対象外	不要	
74	＋＋	不動産 売却 所得税 いくら	31	0	削除			検索なし			対象外	不要	
75	＋＋	不動産 売却 査定書 雛形	24	0	削除			検索なし			対象外	不要	
76	＋＋	不動産 売却 査定 センター 大阪	19	0	削除			検索なし			対象外	不要	
77	＋＋	不動産 売却 査定 センター 阪口	N/A	0	削除			検索なし			対象外	不要	
78	＋＋	不動産 売却 査定サイト	29	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
79	＋＋	不動産 売却 査定 おすすめ	27	90	記事	Buy（不動産 売却関連のサービスを選びたい）	比較記事	おすすめ・比較	不動産売却_おすすめ・比較		権威構築	補足	
80	＋＋	不動産 売却 査定 センター	14	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
81	＋＋	不動産 売却 査定 どこがいい	32	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
82	＋＋	不動産 売却 査定 方法	38	70	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
83	＋＋	不動産 売却 査定 書	26	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
84	＋＋	不動産 売却 流れ 期間	25	40	記事	Know（不動産 売却の時期を知りたい）	ガイド記事	時期・スケジュール	不動産売却_時期・スケジュール		権威構築	補足	
85	＋＋	不動産 売却 の 流れ 図解	26	390	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
86	＋＋	不動産 売却 ローン 返済 流れ	30	50	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
87	＋＋	不動産 売却 決済 流れ	36	40	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
88	＋＋	成年 後見人 不動産 売却 流れ	21	90	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
89	＋＋	相続 不動産 売却 流れ	29	70	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
90	＋＋	離婚 不動産 売却 流れ	26	30	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
91	＋＋	投資 用 不動産 売却 流れ	25	0	削除			検索なし			対象外	不要	
92	＋＋	流山市 不動産 売却	17	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
93	＋＋	不動産 売却 仲介手数料 相場	30	140	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
94	＋＋	不動産 売却 仲介手数料 仕訳	26	50	記事	Do（不動産 売却の会計処理を調べたい）	解説記事	会計処理	不動産売却_会計処理		権威構築	補足	
95	＋＋	不動産 売却 仲介手数料 無料	28	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
96	＋＋	不動産 売却 仲介手数料 勘定科目	26	70	記事	Do（不動産 売却の会計処理を調べたい）	解説記事	会計処理	不動産売却_会計処理		権威構築	補足	
97	＋＋	不動産 売却 仲介手数料 計算	30	30	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
98	＋＋	不動産 売却 仲介手数料 経費	28	30	記事	Do（不動産 売却の会計処理を調べたい）	解説記事	会計処理	不動産売却_会計処理		権威構築	補足	
99	＋＋	不動産 売却 仲介手数料 消費税	27	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
100	＋＋	不動産 売却 仲介手数料 割引	31	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
101	＋＋	不動産 売却 仲介手数料 上限	29	0	削除			検索なし			対象外	不要	
102	＋＋	不動産 売却 費用 一覧	27	320	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却税率		権威構築	補足	
103	＋＋	不動産 売却 費用 目安	32	70	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
104	＋＋	不動産 売却 費用 税金	42	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
105	＋＋	不動産 売却 費用 確定 申告	33	40	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
106	＋＋	不動産 売却 費用 計算	33	30	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
107	＋＋	不動産 売却 費用 交通 費	24	0	削除			検索なし			対象外	不要	
108	＋＋	不動産 売却 費用 シミュレーション	30	0	削除			検索なし			対象外	不要	
109	＋＋	不動産 売却 費用 相場	27	10	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
110	＋＋	不動産 売却 費用 控除	30	0	削除			検索なし			対象外	不要	
111	＋＋	不動産 売却 消費税 計算	29	40	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
112	＋＋	不動産 売却 消費税 個人	25	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
113	＋＋	不動産 売却 消費税 課税事業者	28	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
114	＋＋	不動産 売却 消費税 簡易課税	23	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
115	＋＋	不動産 売却 消費税還付	25	0	削除			検索なし			対象外	不要	
116	＋＋	居住用 不動産 売却 消費税	26	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
117	＋＋	法人 不動産 売却 消費税	24	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
118	＋＋	個人事業主 不動産 売却 消費税	N/A	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
119	＋＋	一般法人 不動産 売却 消費税	N/A	0	削除			検索なし			対象外	不要	
120	＋α	確定申告 不動産 売却 3 000万円控除	38	40	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
121	＋α	不動産 売却 1000 万 税金	29	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
122	＋α	不動産 売却 10 年	38	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
123	＋α	不動産 売却 100 万 税金	31	0	削除			検索なし			対象外	不要	
124	＋α	不動産 売却 1000 万 円 控除	30	0	削除			検索なし			対象外	不要	
125	＋α	不動産 売却 1 億 税金	30	0	削除			検索なし			対象外	不要	
126	＋α	不動産 売却 1 年 以内	30	0	削除			検索なし			対象外	不要	
127	＋α	不動産 売却 1500 万 円 税金	30	0	削除			検索なし			対象外	不要	
128	＋α	不動産 売却 10 年 以上	30	0	削除			検索なし			対象外	不要	
129	＋α	不動産 売却 12 月	N/A	0	削除			検索なし			対象外	不要	
130	＋α	不動産 売却 1 円	30	0	削除			検索なし			対象外	不要	
131	＋α	不動産 売却 20 万 円 以下	33	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
132	＋α	不動産 売却 2000 万 税金	31	0	削除			検索なし			対象外	不要	
133	＋α	不動産 売却 200 万 税金	31	0	削除			検索なし			対象外	不要	
134	＋α	不動産 売却 20	29	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
135	＋α	不動産 売却 2 億 税金	31	0	削除			検索なし			対象外	不要	
136	＋α	不動産 売却 2年	31	0	削除			検索なし			対象外	不要	
137	＋α	不動産 売却 2025	37	0	削除			検索なし			対象外	不要	
138	＋α	不動産 売却 2 社	N/A	0	削除			検索なし			対象外	不要	
139	＋α	不動産 売却 2 年 以内	48	0	削除			検索なし			対象外	不要	
140	＋α	不動産 売却 20.315	32	0	削除			検索なし			対象外	不要	
141	＋α	不動産 売却 3000万円控除	25	320	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
142	＋α	不動産 売却 3年	27	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
143	＋α	不動産 売却 3000 万 円 控除 条件	26	50	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
144	＋α	不動産 売却 3000 万 円 特別 控除	30	40	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
145	＋α	不動産 売却 3年以内	25	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
146	＋α	不動産 売却 3000 万 円 税金	31	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
147	＋α	不動産 売却 3ヶ月	24	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
148	＋α	不動産 売却 3000 万	N/A	0	削除			検索なし			対象外	不要	
149	＋α	不動産 売却 300 万 円 税金	32	0	削除			検索なし			対象外	不要	
150	＋α	不動産 売却 3000 万 円 控除 相続	28	10	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
151	＋α	不動産 売却 40	32	0	削除			検索なし			対象外	不要	
152	＋α	不動産 売却 400 万 税金	29	0	削除			検索なし			対象外	不要	
153	＋α	不動産 売却 4000 万 税金	31	0	削除			検索なし			対象外	不要	
154	＋α	要 介護 4 不動産 売却	25	0	削除			検索なし			対象外	不要	
155	＋α	不動産 売却 5年以内	25	210	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
156	＋α	不動産 売却 5年	32	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
157	＋α	不動産 売却 5年以内 税金	33	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
158	＋α	不動産 売却 5 年 以上 税金	48	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
159	＋α	不動産 売却 5 年 以内 法人	33	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
160	＋α	不動産 売却 500 万 税金	30	0	削除			検索なし			対象外	不要	
161	＋α	不動産 売却 5	28	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
162	＋α	不動産 売却 5000 万 税金	33	0	削除			検索なし			対象外	不要	
163	＋α	不動産 売却 5 年 以上	48	0	削除			検索なし			対象外	不要	
164	＋α	不動産 売却 5 年 未満	N/A	0	削除			検索なし			対象外	不要	
165	＋α	不動産 売却 600 万 円 税金	28	0	削除			検索なし			対象外	不要	
166	＋α	不動産 売却 税金 6000 万 円	31	0	削除			検索なし			対象外	不要	
167	＋α	不動産 売却 700 万 税金	31	0	削除			検索なし			対象外	不要	
168	＋α	不動産 売却 800 万 税金	30	0	削除			検索なし			対象外	不要	
169	＋α	不動産 売却 8000 万 税金	N/A	0	削除			検索なし			対象外	不要	
170	＋α	不動産 売却 900 万 税金	N/A	0	削除			検索なし			対象外	不要	
