No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
13	＋	印紙税 2号文書	48	390	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
14	＋	印紙税 消費税	27	480	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
15	＋	印紙税 7号文書	42	390	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
16	＋	印紙税 なぜ必要	N/A	170	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
17	＋	印紙税 金額	49	320	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
18	＋	印紙税 不動産売買	27	260	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
19	＋＋	印紙税額一覧表 領収書	43	390	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
20	＋＋	印紙税額一覧表 令和7年	50	480	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
21	＋＋	印紙税額一覧表 契約書	N/A	40	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
22	＋＋	印紙税額一覧表 請負	N/A	70	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
23	＋＋	印紙税額一覧表 不動産	N/A	30	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
24	＋＋	印紙税額一覧表 最新	N/A	50	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
25	＋＋	印紙税額一覧表 手形	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
26	＋＋	印紙税額一覧表 消費税	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
27	＋＋	印紙税額一覧表の第7号文書	N/A	20	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
28	＋＋	印紙税 一覧 領収書	46	2900	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
29	＋＋	印紙税 一覧 不動産	N/A	20	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
30	＋＋	印紙税 一覧 契約書	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
31	＋＋	印紙税 一覧 2025	N/A	50	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
32	＋＋	印紙税 一覧 業務委託	N/A	0	削除			検索なし			対象外	不要	
33	＋＋	印紙税 一覧 請負	N/A	20	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
34	＋＋	印紙税 一覧 最新	N/A	20	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
35	＋＋	印紙税 一覧 pdf	N/A	0	削除			検索なし			対象外	不要	
36	＋＋	印紙税 一覧 建設業	N/A	0	削除			検索なし			対象外	不要	
37	＋＋	印紙税法 別表	48	590	記事	Do（印紙税の書式を確認したい）	ハウツー記事	書式	印紙税_書式		権威構築	補足	
38	＋＋	印紙税法第5条	47	480	記事	Know（印紙税の具体条件を知りたい）	ガイド記事	具体例・ケース	印紙税_具体例・ケース		権威構築	補足	
39	＋＋	印紙税法基本通達	44	320	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
40	＋＋	印紙税法別表第1	N/A	260	記事	Do（印紙税の書式を確認したい）	ハウツー記事	書式	印紙税_書式		権威構築	補足	
41	＋＋	印紙税法施行令	N/A	210	記事	Know（法律を確認したい）	解説記事	法律・規制	印紙税_法律・規制	印紙税に関する法律・ルールを解説	権威構築	必須	解説記事
42	＋＋	印紙税法別表第1(課税物件表)	N/A	N/A	削除			検索なし			対象外	不要	
43	＋＋	印紙税法とは	N/A	70	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
44	＋＋	印紙税法第2条	N/A	90	記事	Know（印紙税の具体条件を知りたい）	ガイド記事	具体例・ケース	印紙税_具体例・ケース		権威構築	補足	
45	＋＋	印紙税法 課税文書	N/A	70	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税_軽減措置		権威構築	補足	
46	＋＋	印紙税とは わかりやすく	47	590	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
47	＋＋	印紙税とは 簡単に	N/A	140	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
48	＋＋	印紙税とは 誰が 払う	N/A	0	削除			検索なし			対象外	不要	
49	＋＋	印紙税とは なぜ	N/A	50	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
50	＋＋	印紙税とは 国税庁	N/A	20	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
51	＋＋	印紙税とは 契約書	N/A	10	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
52	＋＋	印紙税 領収書 いくらから	N/A	0	削除			検索なし			対象外	不要	
53	＋＋	印紙税 領収書 金額	N/A	40	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
54	＋＋	印紙税 領収書 消費税	N/A	20	記事	Know（領収書の印紙税を知りたい）	解説記事	領収書	印紙税_領収書		権威構築	補足	
55	＋＋	印紙税 領収書 クレジットカード	N/A	0	削除			検索なし			対象外	不要	
56	＋＋	印紙税 領収書 5万円	N/A	10	記事	Know（領収書の印紙税を知りたい）	解説記事	領収書	印紙税_領収書		権威構築	補足	
57	＋＋	印紙税 領収書 個人	N/A	10	記事	Know（領収書の印紙税を知りたい）	解説記事	領収書	印紙税_領収書		権威構築	補足	
58	＋＋	印紙税 領収書 一覧	33	2900	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
59	＋＋	印紙税 領収書 不動産	N/A	10	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
60	＋＋	印紙税 領収書 振込	N/A	10	記事	Know（領収書の印紙税を知りたい）	解説記事	領収書	印紙税_領収書		権威構築	補足	
61	＋＋	印紙税額表	N/A	0	削除			検索なし			対象外	不要	
62	＋＋	印紙税額 一覧表 最新	N/A	50	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
63	＋＋	印紙税額一覧 令和7年	N/A	N/A	削除			検索なし			対象外	不要	
64	＋＋	印紙税額 消費税	N/A	50	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
65	＋＋	印紙税の手引	45	1300	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
66	＋＋	印紙税の手引き 令和7年	N/A	0	削除			検索なし			対象外	不要	
67	＋＋	印紙税の手引き 国税庁	N/A	30	記事	Know（法律を確認したい）	解説記事	法律・規制	印紙税_法律・規制	印紙税に関する法律・ルールを解説	権威構築	必須	解説記事
68	＋＋	印紙税の手引 国税庁	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
69	＋＋	印紙税の手引き 7号文書	N/A	0	削除			検索なし			対象外	不要	
70	＋＋	印紙税 契約書 金額	N/A	30	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
71	＋＋	印紙税 契約書 金額記載なし	N/A	0	削除			検索なし			対象外	不要	
72	＋＋	印紙税 契約書 一覧	N/A	0	削除			検索なし			対象外	不要	
73	＋＋	印紙税 契約書 消費税	N/A	10	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
74	＋＋	印紙税 契約書 2通	N/A	10	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
75	＋＋	印紙税 契約書 税抜き	N/A	0	削除			検索なし			対象外	不要	
76	＋＋	印紙税 契約書 定義	N/A	0	削除			検索なし			対象外	不要	
77	＋＋	印紙税 契約書 コピー	N/A	10	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
78	＋＋	印紙税 契約書 海外	N/A	10	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
79	＋＋	印紙税過誤納確認申請書 記入例	N/A	110	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
80	＋＋	印紙税過誤納確認申請書 郵送	N/A	50	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
81	＋＋	印紙税過誤納確認申請書 代理人	N/A	30	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
82	＋＋	印紙税過誤納確認申請書 号別とは	N/A	20	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
83	＋＋	印紙税過誤納確認申請書 提出先	N/A	20	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
84	＋＋	印紙税過誤納確認申請書 委任状	N/A	20	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
85	＋＋	印紙税過誤納確認申請書 号別	N/A	20	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
86	＋＋	印紙税過誤納確認申請書 郵送先	N/A	10	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
87	＋＋	印紙税過誤納確認申請書 送付先	N/A	10	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税_申告・届出		権威構築	補足	
88	＋＋	印紙税 請負契約	33	260	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
89	＋＋	印紙税 請負工事	N/A	140	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
90	＋＋	印紙税 請負契約書	N/A	N/A	削除			検索なし			対象外	不要	
91	＋＋	印紙税 請負 一覧	N/A	0	削除			検索なし			対象外	不要	
92	＋＋	印紙税 請負 委任	N/A	20	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
93	＋＋	印紙税 請負 金額	N/A	20	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
94	＋＋	印紙税 請負契約 委任契約 違い	52	0	削除			検索なし			対象外	不要	
95	＋＋	印紙税 請負 金額記載なし	N/A	0	削除			検索なし			対象外	不要	
96	＋＋	印紙税 請負に関する契約書	N/A	N/A	削除			検索なし			対象外	不要	
97	＋＋	印紙税 軽減措置 対象	N/A	10	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
98	＋＋	印紙税 軽減措置 なぜ	N/A	40	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
99	＋＋	印紙税 軽減措置 いつまで	38	140	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
100	＋＋	印紙税 軽減措置 不動産	N/A	0	削除			検索なし			対象外	不要	
101	＋＋	印紙税 軽減措置 建設工事	N/A	10	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
102	＋＋	印紙税 軽減措置令和 6年度	N/A	0	削除			検索なし			対象外	不要	
103	＋＋	印紙税 軽減措置 申請 方法	N/A	30	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
104	＋＋	印紙税 軽減措置 令和7年度	N/A	0	削除			検索なし			対象外	不要	
105	＋＋	印紙税 軽減措置 金銭消費貸借契約書	N/A	0	削除			検索なし			対象外	不要	
106	＋＋	印紙税 2号文書 7号文書	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
107	＋＋	印紙税 2号文書 金額	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
108	＋＋	印紙税 2号文書とは	N/A	20	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
109	＋＋	印紙税 2号文書 要件	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
110	＋＋	印紙税 2号文書 重要な事項	N/A	N/A	削除			検索なし			対象外	不要	
111	＋＋	印紙税 2号文書 契約金額の記載のないもの	N/A	0	削除			検索なし			対象外	不要	
112	＋＋	印紙税 2号文書 軽減措置	N/A	0	削除			検索なし			対象外	不要	
113	＋＋	印紙税 2号文書 変更契約	N/A	0	削除			検索なし			対象外	不要	
114	＋＋	印紙税 2号文書 契約期間	N/A	N/A	削除			検索なし			対象外	不要	
115	＋＋	印紙税 消費税 非課税 不課税	N/A	30	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税_軽減措置		権威構築	補足	
116	＋＋	印紙税 消費税含む	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
117	＋＋	印紙税 消費税込み	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
118	＋＋	印紙税 消費税込	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
119	＋＋	印紙税 消費税込みの金額	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
120	＋＋	印紙税 消費税区分	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
121	＋＋	印紙税 消費税別	N/A	0	削除			検索なし			対象外	不要	
122	＋＋	印紙税 消費税抜き	N/A	N/A	削除			検索なし			対象外	不要	
123	＋＋	印紙税 消費税額	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
124	＋＋	印紙税 7号文書 重要な事項	N/A	0	削除			検索なし			対象外	不要	
125	＋＋	印紙税 7号文書と2号文書の違い	N/A	0	削除			検索なし			対象外	不要	
126	＋＋	印紙税 7号文書 覚書	N/A	10	記事	Know（書類別の印紙税を知りたい）	解説記事	書類別	印紙税_書類別		権威構築	補足	
127	＋＋	印紙税 7号文書 2号文書	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
128	＋＋	印紙税 7号文書 重要事項	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
129	＋＋	印紙税 7号文書 損害賠償の方法	N/A	0	削除			検索なし			対象外	不要	
130	＋＋	印紙税 7号文書 金額	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
131	＋＋	印紙税 金額変更	N/A	30	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
132	＋＋	印紙税 金額 消費税	N/A	20	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
133	＋＋	印紙税 金額一覧	N/A	N/A	削除			検索なし			対象外	不要	
134	＋＋	印紙税 金額の記載がない	N/A	N/A	削除			検索なし			対象外	不要	
135	＋＋	印紙税 金額 税抜き	N/A	0	削除			検索なし			対象外	不要	
136	＋＋	印紙税 金額なし	N/A	0	削除			検索なし			対象外	不要	
137	＋＋	印紙税 金額記載なし	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
138	＋＋	印紙税 金額変更なし	N/A	0	削除			検索なし			対象外	不要	
139	＋＋	印紙税 金額変更 覚書	N/A	N/A	削除			検索なし			対象外	不要	
140	＋＋	印紙税 不動産売買契約書	N/A	N/A	削除			検索なし			対象外	不要	
141	＋＋	印紙税 不動産売買 領収書	N/A	20	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
142	＋＋	印紙税 不動産売買契約	N/A	N/A	削除			検索なし			対象外	不要	
143	＋＋	印紙税 不動産売買 領収書 個人	N/A	0	削除			検索なし			対象外	不要	
144	＋α	印紙税 0円	N/A	0	削除			検索なし			対象外	不要	
145	＋α	印紙税 4 000円	N/A	50	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
146	＋α	印紙税 1号文書	N/A	90	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
147	＋α	印紙税 17号の2文書	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
148	＋α	印紙税 17号文書	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
149	＋α	印紙税 17号	N/A	N/A	削除			検索なし			対象外	不要	
150	＋α	印紙税 15号文書	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
151	＋α	印紙税 14号文書 非課税	N/A	20	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税_軽減措置		権威構築	補足	
152	＋α	印紙税 100万円以上	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
153	＋α	印紙税 1号	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
154	＋α	印紙税 1.1倍	N/A	10	記事	Know（印紙税の倍率を知りたい）	ガイド記事	倍率	印紙税_倍率		権威構築	補足	
155	＋α	印紙税 17号の1文書	N/A	0	削除			検索なし			対象外	不要	
156	＋α	印紙税 2号	N/A	N/A	削除			検索なし			対象外	不要	
157	＋α	印紙税 200円	N/A	40	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
158	＋α	印紙税 2号 7号	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
159	＋α	印紙税 2025	N/A	20	記事	Know（印紙税の改正内容を知りたい）	解説記事	法改正	印紙税_法改正		権威構築	補足	
160	＋α	印紙税 2000円	N/A	0	削除			検索なし			対象外	不要	
161	＋α	印紙税 3倍	N/A	20	記事	Know（印紙税の倍率を知りたい）	ガイド記事	倍率	印紙税_倍率		権威構築	補足	
162	＋α	印紙税 3万円	N/A	20	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
163	＋α	印紙税 300万円	N/A	0	削除			検索なし			対象外	不要	
164	＋α	印紙税 3万円 5万円	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
165	＋α	印紙税 3000万円	N/A	0	削除			検索なし			対象外	不要	
166	＋α	印紙税 3号文書	N/A	0	削除			検索なし			対象外	不要	
167	＋α	印紙税 3者契約	N/A	0	削除			検索なし			対象外	不要	
168	＋α	印紙税 30万	N/A	N/A	削除			検索なし			対象外	不要	
169	＋α	印紙税 3年契約	N/A	0	削除			検索なし			対象外	不要	
170	＋α	印紙税 30000円	N/A	N/A	削除			検索なし			対象外	不要	
171	＋α	印紙税 4000円	N/A	50	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
172	＋α	印紙税 400円	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
173	＋α	印紙税 4号文書	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
174	＋α	印紙税 4号	N/A	0	削除			検索なし			対象外	不要	
175	＋α	印紙税 40万円	N/A	0	削除			検索なし			対象外	不要	
176	＋α	印紙税 400万円	N/A	0	削除			検索なし			対象外	不要	
177	＋α	印紙税 400万	N/A	0	削除			検索なし			対象外	不要	
178	＋α	印紙税 4万円	N/A	0	削除			検索なし			対象外	不要	
179	＋α	印紙税 4000円 200円	N/A	0	削除			検索なし			対象外	不要	
180	＋α	印紙税 4000万円	N/A	0	削除			検索なし			対象外	不要	
181	＋α	印紙税 5万円	N/A	30	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
182	＋α	印紙税 5万円以上	N/A	30	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
183	＋α	印紙税 5万円未満	N/A	20	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
184	＋α	印紙税 50000円	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
185	＋α	印紙税 5年	N/A	0	削除			検索なし			対象外	不要	
186	＋α	印紙税 5号文書	N/A	0	削除			検索なし			対象外	不要	
187	＋α	印紙税 500円	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
188	＋α	印紙税 500万円	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
189	＋α	印紙税 5万円 消費税	N/A	10	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税_金額別		権威構築	補足	
190	＋α	印紙税 5条	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
191	＋α	印紙税 6万円	N/A	0	削除			検索なし			対象外	不要	
192	＋α	印紙税 600円	N/A	0	削除			検索なし			対象外	不要	
193	＋α	印紙税 60万円	N/A	0	削除			検索なし			対象外	不要	
194	＋α	印紙税 6000円	N/A	0	削除			検索なし			対象外	不要	
195	＋α	印紙税 6000万	N/A	0	削除			検索なし			対象外	不要	
196	＋α	印紙税 6号文書	N/A	0	削除			検索なし			対象外	不要	
197	＋α	印紙税 600万円	N/A	0	削除			検索なし			対象外	不要	
198	＋α	印紙税 7号	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
199	＋α	印紙税 7号文書 要件	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
