No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
74	＋α	40年ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
75	＋α	住宅ローン 借入可能額 50年	N/A	0	削除			検索なし			対象外	不要	
76	＋α	年収 500万 借入可能額 カードローン	33	40	記事	Know（年収別の借入可能額を知りたい）	ガイド記事	年収別目安	借入可能額_年収別目安		権威構築	補足	
77	＋α	年収 500万 借入可能額 消費者金融	N/A	0	削除			検索なし			対象外	不要	
78	＋α	50年ローン 借入可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
79	＋α	500万 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
80	＋α	住宅ローン 借入可能額 ufj	N/A	0	削除			検索なし			対象外	不要	
81	＋α	ufj 借入可能額	N/A	0	削除			検索なし			対象外	不要	
82	＋α	借入可能額 英語	N/A	0	削除			検索なし			対象外	不要	
83	＋α	エポスカード 借入可能額	N/A	0	削除			検索なし			対象外	不要	
84	＋α	住宅ローン 借入可能額 多い 銀行	N/A	0	削除			検索なし			対象外	不要	
85	＋α	住宅ローン 借入可能額 多い	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
86	＋α	住宅ローン 借入可能額 olive	N/A	0	削除			検索なし			対象外	不要	
87	＋α	オートローン 借入可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
88	＋α	おまとめローン 借入可能額	33	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
89	＋α	オリコ 借入可能額	N/A	0	削除			検索なし			対象外	不要	
90	＋α	オリックス銀行 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
91	＋α	親子ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
92	＋α	親子リレーローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
93	＋α	借入可能額 カーローン	N/A	0	削除			検索なし			対象外	不要	
94	＋α	借入可能額 カードローン	63	50	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
95	＋α	借入可能額 確認	N/A	N/A	削除			検索なし			対象外	不要	
96	＋α	借入可能額 会社	N/A	0	削除			検索なし			対象外	不要	
97	＋α	年収400万 借入可能額 カードローン	33	50	記事	Know（年収別の借入可能額を知りたい）	ガイド記事	年収別目安	借入可能額_年収別目安		権威構築	補足	
98	＋α	年収350万 借入可能額 カードローン	33	30	記事	Know（年収別の借入可能額を知りたい）	ガイド記事	年収別目安	借入可能額_年収別目安		権威構築	補足	
99	＋α	アイフル 借入可能額 確認	N/A	70	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
100	＋α	プロミス 借入可能額 確認	N/A	40	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
101	＋α	アコム 借入可能額 確認	N/A	0	削除			検索なし			対象外	不要	
102	＋α	借入可能額 金利	N/A	N/A	削除			検索なし			対象外	不要	
103	＋α	教育ローン 借入可能額	N/A	30	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
104	＋α	キャッシング 借入可能額	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
105	＋α	楽天カード キャッシング 借入可能額	N/A	0	削除			検索なし			対象外	不要	
106	＋α	京都銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
107	＋α	金利電卓 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
108	＋α	金融電卓 借入可能額	N/A	0	削除			検索なし			対象外	不要	
109	＋α	きらぼし銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
110	＋α	借入可能額 車	N/A	0	削除			検索なし			対象外	不要	
111	＋α	住宅ローン 借入可能額 車のローン	N/A	0	削除			検索なし			対象外	不要	
112	＋α	車ローン 借入可能額	N/A	40	記事	Know（車の借入可能額を知りたい）	解説記事	車・動産	借入可能額_車・動産		権威構築	補足	
113	＋α	クレジットカード 借入可能額	N/A	0	削除			検索なし			対象外	不要	
114	＋α	借入可能額 係数	N/A	0	削除			検索なし			対象外	不要	
115	＋α	住宅ローン 借入可能額 公務員	51	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
116	＋α	住宅ローン 借入可能額 個人事業主	N/A	0	削除			検索なし			対象外	不要	
117	＋α	個人事業主 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
118	＋α	住宅ローン 借入可能額 最大	N/A	0	削除			検索なし			対象外	不要	
119	＋α	埼玉りそな銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
120	＋α	借入可能額 試算	N/A	0	削除			検索なし			対象外	不要	
121	＋α	借入可能額 診断	N/A	0	削除			検索なし			対象外	不要	
122	＋α	借入可能額 審査	N/A	0	削除			検索なし			対象外	不要	
123	＋α	借入可能額 資産	N/A	N/A	削除			検索なし			対象外	不要	
124	＋α	借入可能額 消費者金融	N/A	N/A	削除			検索なし			対象外	不要	
125	＋α	借入可能額 少ない	N/A	N/A	削除			検索なし			対象外	不要	
126	＋α	住宅ローン 借入可能額 少ない	N/A	0	削除			検索なし			対象外	不要	
127	＋α	レイク 借入可能額 少ない	N/A	N/A	削除			検索なし			対象外	不要	
128	＋α	スーモ 借入可能額	N/A	10	記事	Know（スーモの借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
129	＋α	スルガ銀行 住宅ローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
130	＋α	住宅ローン 借入可能額 世帯年収	81	10	記事	Know（年収別の借入可能額を知りたい）	ガイド記事	年収別目安	借入可能額_年収別目安		権威構築	補足	
131	＋α	セカンドハウス ローン 借入可能額	33	50	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
132	＋α	世帯年収 借入可能額	N/A	0	削除			検索なし			対象外	不要	
133	＋α	セブン銀行 借入可能額	N/A	0	削除			検索なし			対象外	不要	
134	＋α	セブン銀行カードローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
135	＋α	セントラル 借入可能額	N/A	0	削除			検索なし			対象外	不要	
136	＋α	セントラル 借入可能額 確認	N/A	N/A	削除			検索なし			対象外	不要	
137	＋α	ソニー銀行 借入可能額	N/A	30	記事	Know（ソニー銀行の借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
138	＋α	ソニー銀行 住宅ローン 借入可能額	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
139	＋α	住宅ローン 借入可能額 足りない	N/A	0	削除			検索なし			対象外	不要	
140	＋α	住宅ローン 借入可能額 高い	N/A	0	削除			検索なし			対象外	不要	
141	＋α	住宅ローン 借入可能額 他社借入	N/A	0	削除			検索なし			対象外	不要	
142	＋α	住宅ローン 借入可能額 千葉銀行	N/A	0	削除			検索なし			対象外	不要	
143	＋α	中古マンション 借入可能額	N/A	0	削除			検索なし			対象外	不要	
144	＋α	中央ろうきん 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
145	＋α	中央労働金庫 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
146	＋α	千葉銀行 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
147	＋α	中国銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
148	＋α	住宅ローン 借入可能額 月々	N/A	0	削除			検索なし			対象外	不要	
149	＋α	住宅ローン 月々10万 借入可能額	N/A	0	削除			検索なし			対象外	不要	
150	＋α	住宅ローン 借入可能額 手取り	N/A	0	削除			検索なし			対象外	不要	
151	＋α	日本住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
152	＋α	西日本シティ銀行 借入可能額	N/A	0	削除			検索なし			対象外	不要	
153	＋α	西日本シティ銀行 カードローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
154	＋α	西日本シティ銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
155	＋α	借入可能額 年金原価係数	N/A	N/A	削除			検索なし			対象外	不要	
156	＋α	住宅ローン 借入可能額 年齢	33	50	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
157	＋α	レイク 借入可能額 反映 時間	N/A	70	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
158	＋α	レイク 借入可能額 反映	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
159	＋α	ローン 借入可能額 早見 表	N/A	0	削除			検索なし			対象外	不要	
160	＋α	住宅ローン 借入可能額 比較	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
161	＋α	肥後銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
162	＋α	百五銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
163	＋α	借入可能額 増やす	N/A	N/A	削除			検索なし			対象外	不要	
164	＋α	レイク 借入可能額 増やす	33	50	記事	Know（借入可能額を増やす方法を知りたい）	ハウツー記事	増額方法	借入可能額_増額方法		権威構築	補足	
165	＋α	レイク 借入可能額 復活	N/A	50	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
166	＋α	住宅ローン 借入可能額 夫婦	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
167	＋α	住宅ローン 借入可能額 増やす	33	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
168	＋α	住宅ローン 借入可能額 夫婦合算	N/A	0	削除			検索なし			対象外	不要	
169	＋α	借入可能額 減った	N/A	N/A	削除			検索なし			対象外	不要	
170	＋α	レイク 借入可能額 減った	N/A	N/A	削除			検索なし			対象外	不要	
171	＋α	住宅ローン 借入可能額 返済比率	N/A	0	削除			検索なし			対象外	不要	
172	＋α	住宅ローン 借入可能額 平均	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
173	＋α	住宅ローン 借入可能額 返済可能額	N/A	0	削除			検索なし			対象外	不要	
174	＋α	住宅ローン 借入可能額 返済額	N/A	N/A	削除			検索なし			対象外	不要	
175	＋α	プロミス 借入可能額 減った	N/A	0	削除			検索なし			対象外	不要	
176	＋α	返済比率 借入可能額	N/A	0	削除			検索なし			対象外	不要	
177	＋α	返済負担率 借入可能額	N/A	0	削除			検索なし			対象外	不要	
178	＋α	変動金利 借入可能額	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
179	＋α	借入可能額 法人	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
180	＋α	住宅ローン 借入可能額 北洋銀行	N/A	0	削除			検索なし			対象外	不要	
181	＋α	北陸銀行 住宅ローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
182	＋α	借入可能額 マイカーローン	N/A	N/A	削除			検索なし			対象外	不要	
183	＋α	マイカー ローン 借入可能額 診断	N/A	0	削除			検索なし			対象外	不要	
184	＋α	マイホーム 借入可能額	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
185	＋α	マンション 借入可能額	N/A	20	記事	Know（不動産での借入可能額を知りたい）	解説記事	不動産特化	借入可能額_不動産特化	借入可能額と不動産投資の関係を解説	権威構築	必須	解説記事
186	＋α	マンション購入 借入可能額	N/A	10	記事	Know（不動産での借入可能額を知りたい）	解説記事	不動産特化	借入可能額_不動産特化	借入可能額と不動産投資の関係を解説	権威構築	必須	解説記事
187	＋α	三菱ufj マイカーローン 借入可能額	48	0	削除			検索なし			対象外	不要	
188	＋α	銀行 マイカーローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
189	＋α	住宅ローン 借入可能額 みずほ	N/A	0	削除			検索なし			対象外	不要	
190	＋α	住宅ローン 借入可能額 三井住友	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
191	＋α	住宅ローン 借入可能額 三菱ufj	N/A	N/A	削除			検索なし			対象外	不要	
192	＋α	みずほ銀行 借入可能額	N/A	50	記事	Know（みずほの借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
193	＋α	みずほ カードローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
194	＋α	三井住友銀行 借入可能額	N/A	30	記事	Know（三井住友の借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
195	＋α	三井住友カードローン 借入可能額	63	30	記事	Know（三井住友の借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
196	＋α	三井住友信託銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
197	＋α	三井住友信託銀行 借入可能額	N/A	0	削除			検索なし			対象外	不要	
198	＋α	三菱ufj 借入可能額	N/A	20	記事	Know（ufjの借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
199	＋α	借入可能額 目安	N/A	0	削除			検索なし			対象外	不要	
200	＋α	住宅ローン 借入可能額 目安	33	70	記事	Know（年収別の借入可能額を知りたい）	ガイド記事	年収別目安	借入可能額_年収別目安		権威構築	補足	
201	＋α	年収 借入可能額 目安	84	10	記事	Know（年収別の借入可能額を知りたい）	ガイド記事	年収別目安	借入可能額_年収別目安		権威構築	補足	
202	＋α	メルペイスマートマネー 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
203	＋α	モゲチェック 借入可能額	60	0	削除			検索なし			対象外	不要	
204	＋α	モビット 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
205	＋α	モビット 借り入れ可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
206	＋α	借入可能額 読み方	N/A	0	削除			検索なし			対象外	不要	
207	＋α	横浜銀行 借入可能額	N/A	10	削除			地域KW			対象外	不要	
208	＋α	横浜銀行カードローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
209	＋α	横浜銀行 住宅ローン 借入可能額	59	0	削除			検索なし			対象外	不要	
210	＋α	楽天銀行 借入可能額	N/A	40	記事	Know（楽天銀行の借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
211	＋α	楽天カード 借入可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
212	＋α	楽天 借入可能額	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
213	＋α	楽天銀行 住宅ローン 借入可能額	N/A	20	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
214	＋α	楽天銀行スーパーローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
215	＋α	楽天 ネットキャッシング 借入可能額	N/A	0	削除			検索なし			対象外	不要	
216	＋α	楽天銀行カードローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
