No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
73	＋α	再調達価格 算出	N/A	10	記事	Know（再調達価格の概要を知りたい）	解説記事	基礎解説	再調達価格_基礎解説	再調達価格の基礎知識まとめ	権威構築	必須	ピラーページ
74	＋α	再調達価格 最新	N/A	0	削除			検索なし			対象外	不要	
75	＋α	再調達価格 再調達価額	N/A	N/A	削除			検索なし			対象外	不要	
76	＋α	再調達価格 査定	N/A	0	削除			検索なし			対象外	不要	
77	＋α	再建築価格 再調達価格	N/A	0	削除			検索なし			対象外	不要	
78	＋α	再取得価額 再調達価格	N/A	0	削除			検索なし			対象外	不要	
79	＋α	再調達価格 シミュレーション	N/A	0	削除			検索なし			対象外	不要	
80	＋α	再調達価格 新築	N/A	0	削除			検索なし			対象外	不要	
81	＋α	再調達価格 新価	N/A	10	記事	Know（再調達価格の概要を知りたい）	解説記事	基礎解説	再調達価格_基礎解説	再調達価格の基礎知識まとめ	権威構築	必須	ピラーページ
82	＋α	再調達価格 消費税	N/A	0	削除			検索なし			対象外	不要	
83	＋α	再調達価格 調べ方 家財	N/A	10	記事	Know（再調達価格の概要を知りたい）	解説記事	基礎解説	再調達価格_基礎解説	再調達価格の基礎知識まとめ	権威構築	必須	ピラーページ
84	＋α	再調達価格 修繕費	N/A	N/A	削除			検索なし			対象外	不要	
85	＋α	再調達価格 取得価格	N/A	N/A	削除			検索なし			対象外	不要	
86	＋α	再調達価格 正味売却価額	N/A	N/A	削除			検索なし			対象外	不要	
87	＋α	火災保険 再調達価格 消費税	N/A	N/A	削除			検索なし			対象外	不要	
88	＋α	再調達価格 積算	N/A	0	削除			検索なし			対象外	不要	
89	＋α	再調達価格 積算価格	N/A	0	削除			検索なし			対象外	不要	
90	＋α	再調達価格 相場	N/A	0	削除			検索なし			対象外	不要	
91	＋α	ソニー損保 再調達価格	N/A	N/A	削除			検索なし			対象外	不要	
92	＋α	損保ジャパン 再調達価格	N/A	N/A	削除			検索なし			対象外	不要	
93	＋α	損保ジャパン 火災保険 再調達価格	N/A	N/A	削除			検索なし			対象外	不要	
94	＋α	損害保険 再調達価格	N/A	10	記事	Know（保険と再調達価格の関係を知りたい）	解説記事	保険	再調達価格_保険		権威構築	補足	
95	＋α	再調達価格 単価	N/A	10	記事	Know（公式の再調達価格基準を調べたい）	ガイド記事	公式基準	再調達価格_公式基準		権威構築	補足	
96	＋α	再調達価格 耐用年数	N/A	0	削除			検索なし			対象外	不要	
97	＋α	再調達価格 中古	N/A	N/A	削除			検索なし			対象外	不要	
98	＋α	再調達価格 築年数	N/A	N/A	削除			検索なし			対象外	不要	
99	＋α	再調達原価 再調達価格 違い	N/A	20	記事	Know（再調達価格のメリット・リスクを知りたい）	解説記事	比較・検討	再調達価格_比較・検討		権威構築	補足	
100	＋α	中古住宅 再調達価格	N/A	0	削除			検索なし			対象外	不要	
101	＋α	再調達価格 鉄骨造	N/A	50	記事	Know（構造別の再調達価格を知りたい）	ガイド記事	構造別単価	再調達価格_構造別単価		権威構築	補足	
102	＋α	再調達価格 鉄筋コンクリート	N/A	10	記事	Know（構造別の再調達価格を知りたい）	ガイド記事	構造別単価	再調達価格_構造別単価		権威構築	補足	
103	＋α	再調達価格 鉄骨	N/A	10	記事	Know（構造別の再調達価格を知りたい）	ガイド記事	構造別単価	再調達価格_構造別単価		権威構築	補足	
104	＋α	再調達価格 テレビ	N/A	10	記事	Know（再調達価格の概要を知りたい）	解説記事	基礎解説	再調達価格_基礎解説	再調達価格の基礎知識まとめ	権威構築	必須	ピラーページ
105	＋α	再調達価格 定義	N/A	0	削除			検索なし			対象外	不要	
106	＋α	低価法 再調達価格	N/A	0	削除			検索なし			対象外	不要	
107	＋α	鉄骨鉄筋コンクリート造 再調達価格	N/A	N/A	削除			検索なし			対象外	不要	
108	＋α	再調達価格 とは	N/A	720	記事	Know（再調達価格の意味を理解したい）	解説記事	基礎解説	再調達価格基礎解説	再調達価格とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
109	＋α	再調達価格 東京	N/A	N/A	削除			検索なし			対象外	不要	
110	＋α	再調達価格 土地	N/A	0	削除			検索なし			対象外	不要	
111	＋α	再調達価格 表	N/A	10	記事	Do（再調達価格の書式を確認したい）	ハウツー記事	書式	再調達価格_書式		権威構築	補足	
112	＋α	再調達価格 評価額	N/A	0	削除			検索なし			対象外	不要	
113	＋α	再調達価格 低い	N/A	N/A	削除			検索なし			対象外	不要	
114	＋α	建物 評価 再調達価格	N/A	0	削除			検索なし			対象外	不要	
115	＋α	再調達価格 保険	N/A	10	記事	Know（保険と再調達価格の関係を知りたい）	解説記事	保険	再調達価格_保険		権威構築	補足	
116	＋α	再調達価格 保険価額	N/A	0	削除			検索なし			対象外	不要	
117	＋α	再調達価格 算出 方法	N/A	0	削除			検索なし			対象外	不要	
118	＋α	携行品 保険 再調達価格	N/A	0	削除			検索なし			対象外	不要	
119	＋α	マンション 保険 再調達価格	N/A	0	削除			検索なし			対象外	不要	
120	＋α	保険料 再調達価格	N/A	0	削除			検索なし			対象外	不要	
121	＋α	保険金額 再調達価格	N/A	0	削除			検索なし			対象外	不要	
122	＋α	法務局 再調達価格	N/A	0	削除			検索なし			対象外	不要	
123	＋α	再調達価格 マンション	N/A	0	削除			検索なし			対象外	不要	
124	＋α	再調達価格 三井	N/A	0	削除			検索なし			対象外	不要	
125	＋α	再調達価格 目安	N/A	0	削除			検索なし			対象外	不要	
126	＋α	再調達価格 求め方	N/A	10	計算ページ	Do（再調達価格を計算したい）	計算ツール		再調達価格計算	再調達価格の計算方法・シミュレーション	ツール集客	必須	計算ツール
127	＋α	再調達価格 令和7年	N/A	N/A	削除			検索なし			対象外	不要	
128	＋α	再調達価格 リフォーム	N/A	N/A	削除			検索なし			対象外	不要	
129	＋α	再調達価格 減価償却	N/A	0	削除			検索なし			対象外	不要	
130	＋α	再調達価格 原価法	N/A	N/A	削除			検索なし			対象外	不要	
131	＋α	再調達価格 時価	N/A	0	削除			検索なし			対象外	不要	
132	＋α	再調達価格 時価額	N/A	10	記事	Know（再調達価格の概要を知りたい）	解説記事	基礎解説	再調達価格_基礎解説	再調達価格の基礎知識まとめ	権威構築	必須	ピラーページ
133	＋α	再調達価格 自動車	N/A	0	削除			検索なし			対象外	不要	
134	＋α	再調達価格 住宅	N/A	0	削除			検索なし			対象外	不要	
135	＋α	再調達価格 自転車	N/A	N/A	削除			検索なし			対象外	不要	
136	＋α	再調達価格 上昇	N/A	N/A	削除			検索なし			対象外	不要	
137	＋α	地震保険 再調達価格	N/A	10	記事	Know（保険と再調達価格の関係を知りたい）	解説記事	保険	再調達価格_保険		権威構築	補足	
138	＋α	重量鉄骨 再調達価格	N/A	10	記事	Know（構造別の再調達価格を知りたい）	ガイド記事	構造別単価	再調達価格_構造別単価		権威構築	補足	
139	＋α	自動車保険 再調達価格	N/A	0	削除			検索なし			対象外	不要	
140	＋α	再調達価格 税務	N/A	0	削除			検索なし			対象外	不要	
141	＋α	全損 再調達価格	N/A	0	削除			検索なし			対象外	不要	
142	＋α	再調達価格 出し方	N/A	0	削除			検索なし			対象外	不要	
143	＋α	賠償 再調達価格	N/A	N/A	削除			検索なし			対象外	不要	
144	＋α	再調達価格 簿価	N/A	N/A	削除			検索なし			対象外	不要	
145	＋α	再調達価格 令和6年	N/A	0	削除			検索なし			対象外	不要	
146	＋α	建物 再調達価格 令和7年	N/A	N/A	削除			検索なし			対象外	不要	
