No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
24	＋＋	贈与税 申告書	47	2400	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
25	＋＋	贈与税 申告 いつ	33	880	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
26	＋＋	贈与税 申告 必要書類	33	1600	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
27	＋＋	贈与税 申告期間	33	320	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
28	＋＋	贈与税 申告 自分で	45	880	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
29	＋＋	贈与税 申告書 書き方	47	720	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
30	＋＋	贈与税 申告不要	N/A	90	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
31	＋＋	贈与税 いくらから 親子	48	1600	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税親族		権威構築	補足	
32	＋＋	贈与税 いくらから 他人	47	390	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
33	＋＋	贈与税 いくらから 夫婦	46	260	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税夫婦		権威構築	補足	
34	＋＋	贈与税 いくらからかかる	48	1000	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
35	＋＋	贈与税 いくらから 兄弟	N/A	70	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
36	＋＋	贈与税 いくらから 孫	N/A	30	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税親族		権威構築	補足	
37	＋＋	贈与税 いくらから 複数人	N/A	20	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
38	＋＋	贈与税 いくらから 土地	N/A	20	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
39	＋＋	贈与税 いくらから 子から親	N/A	30	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税親族		権威構築	補足	
40	＋＋	贈与税とは わかりやすく	47	1300	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税基礎解説	贈与税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
41	＋＋	贈与税とは 簡単に	47	140	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税基礎解説	贈与税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
42	＋＋	贈与税とは 夫婦	33	3600	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税夫婦		権威構築	補足	
43	＋＋	贈与税とは 親子	33	6600	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税親族		権威構築	補足	
44	＋＋	贈与税とは いくらから	N/A	90	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
45	＋＋	贈与税とは 家族	N/A	10	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税基礎解説	贈与税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
46	＋＋	贈与税とは 子供向け	50	0	削除			検索なし			対象外	不要	
47	＋＋	贈与税とは 他人	43	880	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税基礎解説	贈与税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
48	＋＋	贈与税とは 夫婦間	33	5400	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税夫婦		権威構築	補足	
49	＋＋	贈与税 確定申告 必要書類	51	1000	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
50	＋＋	贈与税 確定申告 やり方	51	880	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
51	＋＋	贈与税 確定申告 いつ	48	260	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
52	＋＋	贈与税 確定申告 いくらから	54	70	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
53	＋＋	贈与税 確定申告 e-tax	54	320	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
54	＋＋	贈与税 確定申告 いつから	N/A	40	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
55	＋＋	贈与税 確定申告期間	52	70	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
56	＋＋	贈与税 確定申告 ふるさと納税 ワンストップ	N/A	20	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
57	＋＋	贈与税 確定申告書	N/A	30	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
58	＋＋	贈与税 時効 何年	31	590	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
59	＋＋	贈与税 時効 名義預金	30	140	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
60	＋＋	贈与税 時効 7年	N/A	110	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
61	＋＋	贈与税 時効 知恵袋	N/A	0	削除			検索なし			対象外	不要	
62	＋＋	贈与税 時効 いつから	33	50	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
63	＋＋	贈与税 時効 判例	29	140	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
64	＋＋	贈与税 時効 国税庁	N/A	70	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
65	＋＋	贈与税 時効 10年	N/A	10	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
66	＋＋	贈与税 時効とは	N/A	50	記事	Know（贈与税の仕組みを理解したい）	解説記事	基礎解説	贈与税基礎解説	贈与税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
67	＋＋	贈与税 計算方法	47	1300	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
68	＋＋	贈与税 計算 シュミレーション	33	4400	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
69	＋＋	贈与税 計算式	45	390	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
70	＋＋	贈与税 計算ツール	33	260	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
71	＋＋	贈与税 計算 不動産	32	590	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税不動産		ツール集客	補足	
72	＋＋	贈与税 計算期間	N/A	30	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
73	＋＋	贈与税 計算 住宅	N/A	30	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税不動産		ツール集客	補足	
74	＋＋	贈与税 計算 土地	32	390	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
75	＋＋	贈与税 計算 端数	N/A	40	計算ページ	Do（贈与税を計算したい）	計算ツール		贈与税計算	贈与税の計算方法・シミュレーション	ツール集客	必須	計算ツール
76	＋＋	贈与税申告書 ダウンロード 令和 7年	N/A	0	削除			検索なし			対象外	不要	
77	＋＋	贈与税申告書 記載例	46	170	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
78	＋＋	贈与税申告書 書き方	47	720	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
79	＋＋	贈与税申告書 ダウンロード	50	590	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
80	＋＋	贈与税申告書 添付書類	N/A	140	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
81	＋＋	贈与税申告書 書き方 現金	N/A	140	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
82	＋＋	贈与税申告書 記入 例	N/A	210	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
83	＋＋	贈与税申告書 相続時精算課税	N/A	50	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
84	＋＋	贈与税申告書 令和7年	N/A	0	削除			検索なし			対象外	不要	
85	＋＋	贈与税 親子 いくらから	N/A	70	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税親族		権威構築	補足	
86	＋＋	贈与税 親子 現金	42	90	記事	Know（親族間の贈与税を知りたい）	解説記事	親族間贈与	贈与税親族		権威構築	補足	
87	＋＋	贈与税 親子 住宅	31	260	記事	Know（不動産の贈与税を知りたい）	解説記事	不動産	贈与税不動産		権威構築	補足	
88	＋＋	贈与税 親子 車	N/A	30	記事	Know（親族間の贈与税を知りたい）	解説記事	親族間贈与	贈与税親族		権威構築	補足	
89	＋＋	贈与税 親子間	N/A	210	記事	Know（親族間の贈与税を知りたい）	解説記事	親族間贈与	贈与税親族		権威構築	補足	
90	＋＋	贈与税 親子 年間	N/A	20	記事	Know（親族間の贈与税を知りたい）	解説記事	親族間贈与	贈与税親族		権威構築	補足	
91	＋＋	贈与税 親子 税率	N/A	10	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税親族		権威構築	補足	
92	＋＋	贈与税 親子 非課税	N/A	20	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税親族		権威構築	補足	
93	＋＋	贈与税 親子 結婚祝い	N/A	0	削除			検索なし			対象外	不要	
94	＋＋	贈与税 非課税枠	45	1300	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税_非課税・控除	贈与税の控除・軽減措置まとめ	権威構築	必須	解説記事
95	＋＋	贈与税 非課税 住宅	44	720	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税不動産		権威構築	補足	
96	＋＋	贈与税 非課税 いくらまで	33	170	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
97	＋＋	贈与税 非課税 110万円	N/A	70	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
98	＋＋	贈与税 非課税制度	48	170	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税_非課税・控除	贈与税の控除・軽減措置まとめ	権威構築	必須	解説記事
99	＋＋	贈与税 非課税枠 住宅	32	260	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税不動産		権威構築	補足	
100	＋＋	贈与税 非課税 廃止	N/A	50	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税_非課税・控除	贈与税の控除・軽減措置まとめ	権威構築	必須	解説記事
101	＋＋	贈与税 非課税 子供	N/A	0	削除			検索なし			対象外	不要	
102	＋＋	贈与税 非課税 申告	N/A	70	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
103	＋＋	贈与税 110万円 証拠	40	390	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
104	＋＋	贈与税 110万円 複数人	32	320	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
105	＋＋	贈与税 110万円 いつから	33	90	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
106	＋＋	贈与税 110万円 毎年	N/A	110	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
107	＋＋	贈与税 110万円 廃止	44	320	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
108	＋＋	贈与税 110万円 いくら	N/A	40	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税基礎控除		権威構築	補足	
109	＋＋	贈与税 110万円 7年	N/A	30	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
110	＋＋	贈与税 110万円 複数人から	N/A	20	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
111	＋＋	贈与税 110万円以下	N/A	40	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
112	＋＋	贈与税 税率表 国税庁	N/A	20	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税税率	贈与税の税率一覧と計算方法	権威構築	必須	解説記事
113	＋＋	贈与税 税率表 土地	N/A	0	削除			検索なし			対象外	不要	
114	＋＋	相続税 贈与税 税率表	33	140	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税と相続税		権威構築	補足	
115	＋α	贈与税 0円 申告	N/A	20	記事	Do（贈与税の申告をしたい）	ハウツー記事	申告	贈与税申告	贈与税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
116	＋α	贈与税 0歳	N/A	0	削除			検索なし			対象外	不要	
117	＋α	贈与税 0円	N/A	10	記事	Know（贈与税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	贈与税_非課税・ゼロ		権威構築	補足	
118	＋α	贈与税 0申告	N/A	0	削除			検索なし			対象外	不要	
119	＋α	贈与税 0	N/A	0	削除			検索なし			対象外	不要	
120	＋α	贈与税 3 000万円 いくら	33	720	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
121	＋α	1 000万 贈与税 バレる	42	590	記事	Know（贈与税の時効・調査を知りたい）	解説記事	時効・調査	贈与税_時効・調査		権威構築	補足	
122	＋α	2 000万円(贈与税 親子)	N/A	N/A	削除			検索なし			対象外	不要	
123	＋α	2 000万 贈与税	33	390	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
124	＋α	2 000万円の土地 贈与税	33	170	記事	Know（不動産の贈与税を知りたい）	解説記事	不動産	贈与税_不動産		権威構築	補足	
125	＋α	贈与税 1000万円 いくら	33	1600	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
126	＋α	贈与税 1000万円	53	1600	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
127	＋α	贈与税 100万	48	590	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
128	＋α	贈与税 1億	47	320	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
129	＋α	贈与税 110万	44	590	記事	Know（非課税枠・控除を知りたい）	解説記事	非課税・控除	贈与税基礎控除		権威構築	補足	
130	＋α	贈与税 120万円 いくら	N/A	70	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
131	＋α	贈与税 1億円 いくら	N/A	40	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
132	＋α	贈与税 150万円 いくら	45	110	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
133	＋α	贈与税 200万円 いくら	50	590	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
134	＋α	贈与税 200万	49	590	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
135	＋α	贈与税 2000万円 いくら	N/A	50	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
136	＋α	贈与税 2000万円	33	320	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
137	＋α	贈与税 2500万円	N/A	140	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
138	＋α	贈与税 250万円	N/A	50	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
139	＋α	贈与税 220万円	45	50	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
140	＋α	贈与税 2人から	N/A	30	記事	Know（人数別の贈与税を知りたい）	ガイド記事	人数別	贈与税_人数別		権威構築	補足	
141	＋α	贈与税 2025年	N/A	50	記事	Know（贈与税の改正内容を知りたい）	解説記事	法改正	贈与税_法改正		権威構築	補足	
142	＋α	贈与税 250万円 いくら	N/A	20	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
143	＋α	贈与税 300万円 いくら	33	480	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
144	＋α	贈与税 300万円	48	480	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
145	＋α	贈与税 3000万円	47	260	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
146	＋α	贈与税 310万円	N/A	30	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
147	＋α	贈与税 350万円 いくら	N/A	20	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
148	＋α	贈与税 3人から	N/A	0	削除			検索なし			対象外	不要	
149	＋α	贈与税 30万	N/A	20	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
150	＋α	贈与税 360万円	N/A	10	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
151	＋α	贈与税 3億	N/A	10	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
152	＋α	贈与税 400万円 いくら	48	140	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
153	＋α	贈与税 410万円	N/A	10	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
154	＋α	贈与税 40万	N/A	10	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
155	＋α	贈与税 450万円	N/A	0	削除			検索なし			対象外	不要	
156	＋α	贈与税 4800万円	N/A	0	削除			検索なし			対象外	不要	
157	＋α	贈与税 480万円	N/A	0	削除			検索なし			対象外	不要	
158	＋α	贈与税 400万 いくら	N/A	0	削除			検索なし			対象外	不要	
159	＋α	贈与税 40	N/A	0	削除			検索なし			対象外	不要	
160	＋α	贈与税 450万	N/A	0	削除			検索なし			対象外	不要	
161	＋α	贈与税 4200万円	N/A	0	削除			検索なし			対象外	不要	
162	＋α	贈与税 500万円	48	1900	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
163	＋α	贈与税 500万円 いくら	N/A	210	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
164	＋α	贈与税 5000万円 いくら	N/A	70	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
165	＋α	贈与税 50万	N/A	90	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
166	＋α	贈与税 5000万円	46	140	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
167	＋α	贈与税 500万円 税金	N/A	20	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
168	＋α	贈与税 500万円 他人	N/A	30	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
169	＋α	贈与税 500万円 住宅	N/A	40	記事	Know（不動産の贈与税を知りたい）	解説記事	不動産	贈与税不動産		権威構築	補足	
170	＋α	贈与税 5億円	N/A	0	削除			検索なし			対象外	不要	
171	＋α	贈与税 5年	N/A	20	記事	Know（期間別の贈与税を知りたい）	ガイド記事	期間別	贈与税_期間別		権威構築	補足	
172	＋α	贈与税 600万円 いくら	N/A	70	記事	Know（税率・課税基準を知りたい）	ガイド記事	税率	贈与税計算	贈与税の計算方法・シミュレーション	権威構築	必須	計算ツール
173	＋α	贈与税 600万円	48	140	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
174	＋α	贈与税 60万円	N/A	30	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
175	＋α	贈与税 6000万円	N/A	20	記事	Know（金額別の贈与税を知りたい）	ガイド記事	金額別	贈与税_金額別		権威構築	補足	
176	＋α	贈与税 6年	N/A	20	記事	Know（期間別の贈与税を知りたい）	ガイド記事	期間別	贈与税_期間別		権威構築	補足	
